/21243713_len_452_MetaAn_63.pdb:A	L=450	d0=7.60	seqID=0.102	TM-score=0.44889
/SPA_MetaAn_77_l291_st4627_e5499_se1_ID=3751_7.pdb:A	L=290	d0=6.26	seqID=0.237	TM-score=0.69322
/15904097_len_328_MetaAn_9.pdb:A	L=326	d0=6.60	seqID=0.205	TM-score=0.64401
/NLA-1.pdb:A	L=302	d0=6.38	seqID=0.217	TM-score=0.68567
/SPA_MetaAn_9_l327_st14239_e15219_se1_ID=408_13.pdb:A	L=326	d0=6.60	seqID=0.206	TM-score=0.64240
/15932021_len_320_MetaAn_9.pdb:A	L=318	d0=6.53	seqID=0.211	TM-score=0.66700
/VDA-B-1.pdb:A	L=284	d0=6.20	seqID=0.221	TM-score=0.71759
/AST-1.pdb:A	L=310	d0=6.45	seqID=0.217	TM-score=0.65939
/ORF6-1.pdb:A	L=309	d0=6.45	seqID=0.209	TM-score=0.68907
/VDA-H-2.pdb:A	L=290	d0=6.26	seqID=0.193	TM-score=0.72814
/AXC-3.pdb:A	L=298	d0=6.34	seqID=0.217	TM-score=0.70795
/IMI-24.pdb:A	L=292	d0=6.28	seqID=0.219	TM-score=0.70095
/PAD-1.pdb:A	L=297	d0=6.33	seqID=0.229	TM-score=0.71182
/17438276_len_328_MetaAn_9.pdb:A	L=326	d0=6.60	seqID=0.201	TM-score=0.62904
/PC2-2.pdb:A	L=283	d0=6.19	seqID=0.183	TM-score=0.72125
/BIC-2.pdb:A	L=294	d0=6.30	seqID=0.224	TM-score=0.70655
/IMI-5.pdb:A	L=292	d0=6.28	seqID=0.214	TM-score=0.70677
/PME-1.pdb:A	L=309	d0=6.45	seqID=0.195	TM-score=0.67132
/2308737_len_328_MetaAn_9.pdb:A	L=326	d0=6.60	seqID=0.206	TM-score=0.64797
/BKC-1.pdb:A	L=313	d0=6.48	seqID=0.211	TM-score=0.67393
/PenA-12.pdb:A	L=302	d0=6.38	seqID=0.235	TM-score=0.68911
/2648013_len_324_MetaAn_9.pdb:A	L=322	d0=6.57	seqID=0.209	TM-score=0.65750
/BlaA-3.pdb:A	L=294	d0=6.30	seqID=0.227	TM-score=0.69509
/BlaC.pdb:A	L=307	d0=6.43	seqID=0.208	TM-score=0.67400
/BlaP-P1.pdb:A	L=265	d0=6.01	seqID=0.233	TM-score=0.76227
/CKA-1.pdb:A	L=310	d0=6.45	seqID=0.194	TM-score=0.66665
/PenA-34.pdb:A	L=304	d0=6.40	seqID=0.233	TM-score=0.68785
/29162537_len_298_MetaAn_62.pdb:A	L=296	d0=6.32	seqID=0.224	TM-score=0.70154
/CRH-4.pdb:A	L=290	d0=6.26	seqID=0.236	TM-score=0.71012
/CTX-M-49.pdb:A	L=291	d0=6.27	seqID=0.239	TM-score=0.72086
/KPC-13.pdb:A	L=293	d0=6.29	seqID=0.242	TM-score=0.71213
/2945927_len_328_MetaAn_9.pdb:A	L=326	d0=6.60	seqID=0.205	TM-score=0.65013
/KPC-135.pdb:A	L=306	d0=6.42	seqID=0.226	TM-score=0.68051
/PenF-1.pdb:A	L=297	d0=6.33	seqID=0.230	TM-score=0.70573
/3477474_len_320_MetaAn_9.pdb:A	L=318	d0=6.53	seqID=0.211	TM-score=0.66800
/RIC-1.pdb:A	L=295	d0=6.31	seqID=0.222	TM-score=0.69414
/DES-1.pdb:A	L=324	d0=6.58	seqID=0.197	TM-score=0.63890
/SDA-A-1.pdb:A	L=314	d0=6.49	seqID=0.198	TM-score=0.66874
/FLC-1.pdb:A	L=298	d0=6.34	seqID=0.209	TM-score=0.70165
/SDA-D-1.pdb:A	L=325	d0=6.59	seqID=0.187	TM-score=0.64609
/FRI-1.pdb:A	L=294	d0=6.30	seqID=0.213	TM-score=0.70788
/SDA-D-3.pdb:A	L=325	d0=6.59	seqID=0.191	TM-score=0.64893
/SDA-E-1.pdb:A	L=311	d0=6.46	seqID=0.193	TM-score=0.66718
/KPC-65.pdb:A	L=295	d0=6.31	seqID=0.233	TM-score=0.69950
/SDA-F-1.pdb:A	L=306	d0=6.42	seqID=0.205	TM-score=0.68203
/SDA-L-1.pdb:A	L=305	d0=6.41	seqID=0.204	TM-score=0.68719
/SED-1.pdb:A	L=295	d0=6.31	seqID=0.234	TM-score=0.71354
/SFC-1.pdb:A	L=309	d0=6.45	seqID=0.217	TM-score=0.68153
/7912919_len_319_MetaAn_65.pdb:A	L=317	d0=6.52	seqID=0.224	TM-score=0.68001
/SHV-16.pdb:A	L=291	d0=6.27	seqID=0.228	TM-score=0.70374
/SPA_MetaAn_74_l376_st224_e1351_se1_ID=47445_2.pdb:A	L=375	d0=7.02	seqID=0.137	TM-score=0.55542
/47829876_len_317_MetaAn_17.pdb:A	L=315	d0=6.50	seqID=0.176	TM-score=0.66630
/SPA_MetaAn_59_l318_st352_e1305_se-1_ID=31946_2.pdb:A	L=317	d0=6.52	seqID=0.167	TM-score=0.64455
/10655903_len_319_MetaAn_25.pdb:A	L=317	d0=6.52	seqID=0.165	TM-score=0.65043
/47895815_len_318_MetaAn_17.pdb:A	L=316	d0=6.51	seqID=0.167	TM-score=0.66350
/SPA_MetaAn_5_l306_st1047_e1964_se1_ID=26657_2.pdb:A	L=305	d0=6.41	seqID=0.168	TM-score=0.65083
/1209968_len_333_MetaAn_17.pdb:A	L=331	d0=6.65	seqID=0.162	TM-score=0.63760
/SPA_MetaAn_74_l344_st43490_e44521_se-1_ID=222_34.pdb:A	L=343	d0=6.75	seqID=0.148	TM-score=0.59701
/14482245_len_325_MetaAn_31.pdb:A	L=323	d0=6.57	seqID=0.166	TM-score=0.64115
/SPA_MetaAn_7_l302_st145_e1050_se1_ID=113997_2.pdb:A	L=301	d0=6.37	seqID=0.176	TM-score=0.67771
/TLA2-1.pdb:A	L=304	d0=6.40	seqID=0.168	TM-score=0.65592
/15861298_len_309_MetaAn_3.pdb:A	L=307	d0=6.43	seqID=0.172	TM-score=0.66857
/7439657_len_305_MetaAn_23.pdb:A	L=303	d0=6.39	seqID=0.178	TM-score=0.67548
/ASU1-1.pdb:A	L=319	d0=6.54	seqID=0.162	TM-score=0.65192
/LUS-1.pdb:A	L=303	d0=6.39	seqID=0.170	TM-score=0.66550
/PER-16.pdb:A	L=308	d0=6.44	seqID=0.175	TM-score=0.65368
/SPA_MetaAn_17_l320_st888_e1847_se-1_ID=73518_3.pdb:A	L=319	d0=6.54	seqID=0.170	TM-score=0.65055
/SPA_MetaAn_17_l337_st902_e1912_se-1_ID=125791_2.pdb:A	L=336	d0=6.69	seqID=0.153	TM-score=0.63381
/SPA_MetaAn_21_l314_st358_e1299_se-1_ID=13580_3.pdb:A	L=313	d0=6.48	seqID=0.170	TM-score=0.66447
/SPA_MetaAn_21_l344_st272_e1303_se-1_ID=51273_2.pdb:A	L=343	d0=6.75	seqID=0.148	TM-score=0.60008
/SPA_MetaAn_24_l322_st2003_e2968_se-1_ID=9394_3.pdb:A	L=321	d0=6.56	seqID=0.169	TM-score=0.64158
/OXA-569.pdb:A	L=279	d0=6.15	seqID=0.127	TM-score=0.60541
/OXA-427.pdb:A	L=264	d0=6.00	seqID=0.134	TM-score=0.62100
/AFD-1.pdb:A	L=274	d0=6.10	seqID=0.126	TM-score=0.58462
/OXA-43.pdb:A	L=269	d0=6.05	seqID=0.127	TM-score=0.60782
/OXA-443.pdb:A	L=275	d0=6.11	seqID=0.129	TM-score=0.60642
/CEMC18-1.pdb:A	L=256	d0=5.92	seqID=0.130	TM-score=0.64139
/OXA-45.pdb:A	L=264	d0=6.00	seqID=0.132	TM-score=0.62028
/OXA-1037.pdb:A	L=264	d0=6.00	seqID=0.129	TM-score=0.62404
/OXA-1043.pdb:A	L=268	d0=6.04	seqID=0.126	TM-score=0.63067
/OXA-114d.pdb:A	L=275	d0=6.11	seqID=0.130	TM-score=0.59953
/OXA-724.pdb:A	L=264	d0=6.00	seqID=0.131	TM-score=0.60453
/OXA-830.pdb:A	L=266	d0=6.02	seqID=0.134	TM-score=0.61692
/OXA-899.pdb:A	L=275	d0=6.11	seqID=0.132	TM-score=0.61201
/OXA-9.pdb:A	L=274	d0=6.10	seqID=0.116	TM-score=0.60269
/OXA-1153.pdb:A	L=264	d0=6.00	seqID=0.132	TM-score=0.61044
/OXA-919.pdb:A	L=275	d0=6.11	seqID=0.126	TM-score=0.59331
/OXA-926.pdb:A	L=268	d0=6.04	seqID=0.123	TM-score=0.61210
/OXA-956.pdb:A	L=264	d0=6.00	seqID=0.136	TM-score=0.61980
/OXA-18.pdb:A	L=275	d0=6.11	seqID=0.126	TM-score=0.59348
/SPA_MetaAn_50_l276_st3493_e4320_se1_ID=10850_6.pdb:A	L=275	d0=6.11	seqID=0.133	TM-score=0.60441
/SPA_MetaAn_61_l268_st7_e810_se-1_ID=576368_1.pdb:A	L=267	d0=6.03	seqID=0.121	TM-score=0.60285
/OXA-258.pdb:A	L=274	d0=6.10	seqID=0.130	TM-score=0.60500
/OXA-29.pdb:A	L=266	d0=6.02	seqID=0.121	TM-score=0.60701
/10553088_len_458_MetaAn_1.pdb:A	L=456	d0=7.64	seqID=0.063	TM-score=0.42319
/1004749_len_397_MetaAn_23.pdb:A	L=395	d0=7.18	seqID=0.075	TM-score=0.47735
/EstU1_Carboxylesterasa_Metagenome_PBP-like_superfamily.pdb:A	L=426	d0=7.42	seqID=0.071	TM-score=0.45948
/SPA_MetaAn_61_l428_st383_e1666_se1_ID=88190_1.pdb:A	L=427	d0=7.43	seqID=0.074	TM-score=0.45644
/SPA_MetaAn_69_l419_st878_e2134_se1_ID=20997_2.pdb:A	L=418	d0=7.36	seqID=0.071	TM-score=0.46112
/SPA_MetaAn_69_l427_st429_e1709_se1_ID=44437_2.pdb:A	L=426	d0=7.42	seqID=0.071	TM-score=0.45502
/SPA_MetaAn_69_l428_st1231_e2514_se-1_ID=18388_2.pdb:A	L=427	d0=7.43	seqID=0.069	TM-score=0.45561
/CM1-1.pdb:A	L=333	d0=6.66	seqID=0.173	TM-score=0.60990
/13848530_len_298_MetaAn_62.pdb:A	L=296	d0=6.32	seqID=0.221	TM-score=0.69326
/BEL-3.pdb:A	L=283	d0=6.19	seqID=0.216	TM-score=0.73850
/CzoA-1.pdb:A	L=301	d0=6.37	seqID=0.215	TM-score=0.71113
/GMA-1.pdb:A	L=282	d0=6.18	seqID=0.199	TM-score=0.74626
/L2-80.pdb:A	L=304	d0=6.40	seqID=0.212	TM-score=0.69047
/PLES-8.pdb:A	L=299	d0=6.35	seqID=0.194	TM-score=0.69818
/PenH-1.pdb:A	L=297	d0=6.33	seqID=0.237	TM-score=0.71180
/SHV-122b.pdb:A	L=287	d0=6.23	seqID=0.235	TM-score=0.72307
/SPA_MetaAn_28_l287_st261_e1121_se1_ID=42948_1.pdb:A	L=286	d0=6.22	seqID=0.233	TM-score=0.74424
/SPA_MetaAn_66_l299_st3103_e3999_se-1_ID=2494_4.pdb:A	L=298	d0=6.34	seqID=0.225	TM-score=0.71841
/TER-1.pdb:A	L=284	d0=6.20	seqID=0.234	TM-score=0.72108
/SPA_MetaAn_3_l335_st4547_e5551_se1_ID=502_4.pdb:A	L=334	d0=6.67	seqID=0.096	TM-score=0.51576
/PBP-A_Carboxylesterasa_Pseudomonas_aeruginosa_PBP-like_superfamily.pdb:A	L=310	d0=6.45	seqID=0.103	TM-score=0.53669
/SPA_MetaAn_10_l301_st22305_e23207_se1_ID=255_22.pdb:A	L=300	d0=6.36	seqID=0.104	TM-score=0.57074
/SPA_MetaAn_3_l302_st8914_e9819_se-1_ID=619_9.pdb:A	L=301	d0=6.37	seqID=0.107	TM-score=0.56542
/SPA_MetaAn_70_l307_st1183_e2103_se1_ID=2532_2.pdb:A	L=306	d0=6.42	seqID=0.105	TM-score=0.55168
/SPA_MetaAn_70_l307_st17835_e18755_se-1_ID=125_19.pdb:A	L=306	d0=6.42	seqID=0.106	TM-score=0.55493
/SPA_MetaAn_70_l310_st362606_e363535_se1_ID=1_306.pdb:A	L=309	d0=6.45	seqID=0.111	TM-score=0.56064
/SPA_MetaAn_72_l307_st323_e1243_se-1_ID=5256_2.pdb:A	L=306	d0=6.42	seqID=0.108	TM-score=0.56404
/PER-14.pdb:A	L=308	d0=6.44	seqID=0.167	TM-score=0.64382
/CPA-1.pdb:A	L=295	d0=6.31	seqID=0.178	TM-score=0.68957
/CSP-1.pdb:A	L=293	d0=6.29	seqID=0.172	TM-score=0.69139
/CfxA-P4.pdb:A	L=278	d0=6.14	seqID=0.160	TM-score=0.70025
/PbbA-1.pdb:A	L=275	d0=6.11	seqID=0.157	TM-score=0.69503
/SPA_MetaAn_17_l285_st714_e1568_se1_ID=173183_2.pdb:A	L=284	d0=6.20	seqID=0.196	TM-score=0.71136
/SPA_MetaAn_33_l296_st220_e1107_se1_ID=88023_2.pdb:A	L=295	d0=6.31	seqID=0.184	TM-score=0.71274
/SPA_MetaAn_62_l297_st134_e1024_se1_ID=101796_1.pdb:A	L=296	d0=6.32	seqID=0.169	TM-score=0.66555
/KPC-107.pdb:A	L=321	d0=6.56	seqID=0.220	TM-score=0.65496
/CTX-M-45.pdb:A	L=289	d0=6.25	seqID=0.219	TM-score=0.66520
/KPC-108.pdb:A	L=318	d0=6.53	seqID=0.218	TM-score=0.65823
/SPA_MetaAn_75_l272_st221_e1036_se-1_ID=8364_2.pdb:A	L=271	d0=6.07	seqID=0.243	TM-score=0.71000
/CME-3.pdb:A	L=299	d0=6.35	seqID=0.174	TM-score=0.68081
/14386612_len_276_MetaAn_30.pdb:A	L=274	d0=6.10	seqID=0.188	TM-score=0.62953
/SPA_MetaAn_34_l272_st18_e833_se-1_ID=103971_1.pdb:A	L=271	d0=6.07	seqID=0.174	TM-score=0.62590
/SHV-P35.pdb:A	L=242	d0=5.76	seqID=0.256	TM-score=0.71880
/SPA_MetaAn_83_l241_st1817_e2539_se1_ID=28230_3.pdb:A	L=240	d0=5.74	seqID=0.272	TM-score=0.77839
/AmpH_Endopeptidase_carboxipeptidase_Escherichia_coli_PBP-like_superfamily.pdb:A	L=385	d0=7.10	seqID=0.085	TM-score=0.50046
/blaR1_Transpeptidase_Staphylococcus_aureus_PBP-like_superfamily.pdb:A	L=585	d0=8.48	seqID=0.055	TM-score=0.30931
