contig	qseqid	qstart	qend	sseqid	slen	Protein_Class	Protein_Cluster	Protein_Family
SRR17689998_contigs.fasta	NODE_27909_length_1836_cov_3.138125	660	1574	SPA_MetaAn_57_l305_st660_e1574_se1_ID=27909_2	305	B3	B3-V	Undefined
SRR17689998_contigs.fasta	NODE_32_length_98029_cov_11.696756	1256	495	5529096_len_254_MetaAn_57	254	B1	B1-III	Undefined
SRR17689998_contigs.fasta	NODE_35774_length_1600_cov_6.214887	1159	308	SPA_MetaAn_57_l284_st308_e1159_se-1_ID=35774_2	284	B3	B3-III	Undefined
SRR17689998_contigs.fasta	NODE_4196_length_4831_cov_5.843384	3822	4721	3149943_len_305_MetaAn_58	305	B3	B3-V	Undefined
SRR17689998_contigs.fasta	NODE_4196_length_4831_cov_5.843384	3840	4727	SPA_MetaAn_57_l305_st660_e1574_se1_ID=27909_2	305	B3	B3-V	Undefined
SRR17689998_contigs.fasta	NODE_4196_length_4831_cov_5.843384	3819	4730	2599738_len_309_MetaAn_58	309	B3	B3-V	Undefined
SRR17689998_contigs.fasta	NODE_4196_length_4831_cov_5.843384	3825	4760	SPA_MetaAn_57_l312_st3825_e4760_se1_ID=4196_6	312	B3	B3-V	Undefined
SRR17689998_contigs.fasta	NODE_5070_length_4407_cov_3.233226	806	1690	SPA_MetaAn_73_l305_st1122_e2036_se1_ID=55789_3	305	B3	B3-V	Undefined
SRR17689998_contigs.fasta	NODE_5070_length_4407_cov_3.233226	779	1699	7687177_len_317_MetaAn_57	317	B3	B3-V	Undefined
SRR17689998_contigs.fasta	NODE_5070_length_4407_cov_3.233226	791	1705	SPA_MetaAn_57_l305_st791_e1705_se1_ID=5070_3	305	B3	B3-V	Undefined
SRR17689998_contigs.fasta	NODE_56_length_73276_cov_12.823234	42236	41478	973004_len_254_MetaAn_57	254	B1	B1-III	Undefined
SRR17689999_contigs.fasta	NODE_1336_length_8138_cov_6.630830	4312	3434	5066244_len_299_MetaAn_73	299	B3	B3-V	Undefined
SRR17689999_contigs.fasta	NODE_14462_length_2080_cov_6.047407	1188	274	SPA_MetaAn_58_l305_st274_e1188_se-1_ID=14462_2	305	B3	B3-V	Undefined
SRR17689999_contigs.fasta	NODE_14462_length_2080_cov_6.047407	1143	283	SPA_MetaAn_53_l306_st1851_e2768_se-1_ID=7003_3	306	B3	B3-V	Undefined
SRR17689999_contigs.fasta	NODE_14462_length_2080_cov_6.047407	1167	289	SPA_MetaAn_47_l307_st2141_e3061_se-1_ID=8053_3	307	B3	B3-V	Undefined
SRR17689999_contigs.fasta	NODE_18072_length_1835_cov_13.167416	1561	638	3861684_len_309_MetaAn_58	309	B3	B3-V	Undefined
SRR17689999_contigs.fasta	NODE_18958_length_1785_cov_12.602312	320	1231	SPA_MetaAn_58_l304_st320_e1231_se1_ID=18958_2	304	B3	B3-V	Undefined
SRR17689999_contigs.fasta	NODE_232_length_27174_cov_7.232899	26048	26974	3795181_len_310_MetaAn_58	310	B3	B3-V	Undefined
SRR17689999_contigs.fasta	NODE_2479_length_5578_cov_3.600579	2	826	8729096_len_306_MetaAn_47	306	B3	B3-VI	Undefined
SRR17689999_contigs.fasta	NODE_26400_length_1491_cov_4.126741	292	1197	3795181_len_310_MetaAn_58	310	B3	B3-V	Undefined
SRR17689999_contigs.fasta	NODE_26400_length_1491_cov_4.126741	295	1209	SPA_MetaAn_17_l305_st954_e1868_se1_ID=119899_3	305	B3	B3-V	Undefined
SRR17689999_contigs.fasta	NODE_27654_length_1451_cov_2.729943	532	1404	SPA_MetaAn_57_l305_st660_e1574_se1_ID=27909_2	305	B3	B3-V	Undefined
SRR17689999_contigs.fasta	NODE_27654_length_1451_cov_2.729943	499	1410	7687177_len_317_MetaAn_57	317	B3	B3-V	Undefined
SRR17689999_contigs.fasta	NODE_27654_length_1451_cov_2.729943	505	1416	SPA_MetaAn_58_l304_st505_e1416_se1_ID=27654_2	304	B3	B3-VI	Undefined
SRR17689999_contigs.fasta	NODE_3430_length_4626_cov_14.372129	3665	2742	5498482_len_309_MetaAn_58	309	B3	B3-V	Undefined
SRR17689999_contigs.fasta	NODE_3430_length_4626_cov_14.372129	3656	2754	SPA_MetaAn_57_l305_st660_e1574_se1_ID=27909_2	305	B3	B3-V	Undefined
SRR17689999_contigs.fasta	NODE_4060_length_4213_cov_7.742665	882	1775	SPA_MetaAn_73_l305_st1122_e2036_se1_ID=55789_3	305	B3	B3-V	Undefined
SRR17689999_contigs.fasta	NODE_4060_length_4213_cov_7.742665	867	1781	SPA_MetaAn_58_l305_st867_e1781_se1_ID=4060_3	305	B3	B3-V	Undefined
SRR17689999_contigs.fasta	NODE_64644_length_921_cov_1.946882	916	155	16618402_len_302_MetaAn_65	302	B3	B3-VI	Undefined
SRR20770299_contigs.fasta	NODE_102979_length_1172_cov_4.883617	448	1170	16578501_len_293_MetaAn_59	293	B3	B3-IV	Undefined
SRR20770299_contigs.fasta	NODE_111822_length_1123_cov_6.210674	319	1122	32520007_len_292_MetaAn_61	292	B3	B3-IV	Undefined
SRR20770299_contigs.fasta	NODE_154614_length_945_cov_3.602247	698	3	4199755_len_290_MetaAn_69	290	D	D-III	Undefined
SRR20770299_contigs.fasta	NODE_19413_length_2934_cov_2.940604	359	1231	SPA_MetaAn_59_l291_st359_e1231_se1_ID=19413_2	291	B3	B3-IV	Undefined
SRR20770299_contigs.fasta	NODE_20122_length_2878_cov_2.974141	2878	2048	SPA_MetaAn_9_l292_st1439_e2314_se1_ID=37432_2	292	B3	B3-IV	Undefined
SRR20770299_contigs.fasta	NODE_20122_length_2878_cov_2.974141	2872	2057	SPA_MetaAn_4_l296_st1779_e2666_se1_ID=221_5	296	B3	B3-IV	Undefined
SRR20770299_contigs.fasta	NODE_31946_length_2227_cov_13.755525	1305	352	SPA_MetaAn_59_l318_st352_e1305_se-1_ID=31946_2	318	A	A-I	Undefined
SRR20770299_contigs.fasta	NODE_4022_length_7158_cov_7.757286	5850	5011	1910646_len_281_MetaAn_59	281	B3	B3-IV	Undefined
SRR20770299_contigs.fasta	NODE_4022_length_7158_cov_7.757286	5862	5020	SPA_MetaAn_69_l292_st2610_e3485_se-1_ID=7463_4	292	B3	B3-IV	Undefined
SRR20770299_contigs.fasta	NODE_4022_length_7158_cov_7.757286	5802	5023	SPA_MetaAn_61_l292_st494_e1369_se-1_ID=139152_2	292	B3	B3-IV	Undefined
SRR20770299_contigs.fasta	NODE_45230_length_1836_cov_2.549691	115	981	32520007_len_292_MetaAn_61	292	B3	B3-IV	Undefined
SRR20770299_contigs.fasta	NODE_6001_length_5703_cov_13.924398	1191	316	SPA_MetaAn_59_l292_st316_e1191_se-1_ID=6001_1	292	B3	B3-IV	Undefined
SRR20770299_contigs.fasta	NODE_6001_length_5703_cov_13.924398	1176	322	SPA_MetaAn_62_l295_st1999_e2883_se1_ID=20697_5	295	B3	B3-IV	Undefined
ERR4183043_contigs.fasta	NODE_11060_length_3894_cov_4.919771	3113	2253	SPA_MetaAn_5_l287_st2253_e3113_se-1_ID=11060_2	287	A	A-IV	Undefined
ERR4183043_contigs.fasta	NODE_11060_length_3894_cov_4.919771	3104	2256	TEM-P121	283	A	A-IV	TEM
ERR4183043_contigs.fasta	NODE_11060_length_3894_cov_4.919771	3077	2295	TEM-P118	261	A	A-IV	TEM
ERR4183043_contigs.fasta	NODE_11060_length_3894_cov_4.919771	3083	2331	TEM-P14	251	A	A-IV	TEM
ERR4183043_contigs.fasta	NODE_19445_length_2915_cov_11.191608	2394	1591	SPA_MetaAn_61_l302_st2155_e3060_se-1_ID=52238_3	302	B3	B3-IV	Undefined
ERR4183043_contigs.fasta	NODE_19445_length_2915_cov_11.191608	2445	1594	5424715_len_302_MetaAn_54	302	B3	B3-IV	Undefined
ERR4183043_contigs.fasta	NODE_19445_length_2915_cov_11.191608	2388	1597	SPA_MetaAn_69_l301_st11_e913_se-1_ID=149249_1	301	B3	B3-IV	Undefined
ERR4183043_contigs.fasta	NODE_19445_length_2915_cov_11.191608	2424	1600	11639273_len_281_MetaAn_59	281	B3	B3-IV	Undefined
ERR4183043_contigs.fasta	NODE_21255_length_2783_cov_1.952346	3	632	SPA_MetaAn_83_l241_st1817_e2539_se1_ID=28230_3	241	A	A-X	Undefined
ERR4183043_contigs.fasta	NODE_234718_length_768_cov_1.833100	1	684	SPA_MetaAn_75_l272_st221_e1036_se-1_ID=8364_2	272	A	A-VIII	Undefined
ERR4183043_contigs.fasta	NODE_234718_length_768_cov_1.833100	4	756	SPA_MetaAn_1_l302_st502_e1407_se1_ID=35628_3	302	A	A-IV	Undefined
ERR4183043_contigs.fasta	NODE_26657_length_2473_cov_1.827130	1047	1964	SPA_MetaAn_5_l306_st1047_e1964_se1_ID=26657_2	306	A	A-I	Undefined
ERR4183043_contigs.fasta	NODE_4043_length_6348_cov_3.275544	5192	6037	SPA_MetaAn_5_l282_st5192_e6037_se1_ID=4043_6	282	A	A-IV	Undefined
ERR4183043_contigs.fasta	NODE_7995_length_4572_cov_3.238875	1414	2304	SPA_MetaAn_5_l297_st1414_e2304_se1_ID=7995_3	297	A	A-III	Undefined
ERR4183043_contigs.fasta	NODE_84868_length_1329_cov_2.489011	373	1218	1864848_len_293_MetaAn_9	293	B3	B3-IV	Undefined
ERR4183043_contigs.fasta	NODE_84868_length_1329_cov_2.489011	370	1224	22994402_len_294_MetaAn_65	294	B3	B3-IV	Undefined
ERR4183043_contigs.fasta	NODE_84868_length_1329_cov_2.489011	292	1239	SPA_MetaAn_5_l316_st292_e1239_se1_ID=84868_1	316	B3	B3-IV	Undefined
SRR20770298_contigs.fasta	NODE_116_length_5010_cov_8.674874	4781	3888	SPA_MetaAn_60_l298_st3888_e4781_se-1_ID=116_6	298	B3	B3-V	Undefined
SRR24605841_contigs.fasta	NODE_120966_length_1992_cov_6.534331	1449	622	SPA_MetaAn_61_l276_st622_e1449_se-1_ID=120966_2	276	D	D-III	Undefined
SRR24605841_contigs.fasta	NODE_120966_length_1992_cov_6.534331	1443	625	OXA-1091	272	D	D-III	OXA
SRR24605841_contigs.fasta	NODE_1304_length_19539_cov_10.187025	9066	8194	52487140_len_292_MetaAn_61	292	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_139152_length_1847_cov_11.518415	1369	494	SPA_MetaAn_61_l292_st494_e1369_se-1_ID=139152_2	292	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_139152_length_1847_cov_11.518415	1339	503	SPA_MetaAn_69_l292_st2610_e3485_se-1_ID=7463_4	292	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_139152_length_1847_cov_11.518415	1366	509	5424715_len_302_MetaAn_54	302	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_139152_length_1847_cov_11.518415	1333	512	1910646_len_281_MetaAn_59	281	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_18709_length_5313_cov_9.423925	3642	2461	SPA_MetaAn_61_l394_st2461_e3642_se-1_ID=18709_3	394	C	C-I	Undefined
SRR24605841_contigs.fasta	NODE_225551_length_1419_cov_3.998534	493	1341	1120342_len_281_MetaAn_59	281	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_225551_length_1419_cov_3.998534	484	1362	3068210_len_306_MetaAn_61	306	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_27109_length_4386_cov_6.279843	2095	3024	SPA_MetaAn_61_l310_st2095_e3024_se1_ID=27109_3	310	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_271287_length_1280_cov_4.484898	1275	403	LRA3-1	302	B3	B3-IV	LRA3
SRR24605841_contigs.fasta	NODE_284666_length_1246_cov_3.457599	938	24	SPA_MetaAn_61_l305_st24_e938_se-1_ID=284666_1	305	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_293828_length_1224_cov_3.376390	858	1	1186868_len_302_MetaAn_61	302	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_336507_length_1134_cov_4.265060	358	1131	11639273_len_281_MetaAn_59	281	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_336507_length_1134_cov_4.265060	346	1134	SPA_MetaAn_49_l289_st728_e1594_se1_ID=1160_2	289	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_3700_length_11993_cov_9.362288	7410	6535	SPA_MetaAn_61_l292_st6535_e7410_se-1_ID=3700_5	292	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_3700_length_11993_cov_9.362288	7392	6541	SPA_MetaAn_61_l292_st494_e1369_se-1_ID=139152_2	292	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_3700_length_11993_cov_9.362288	7377	6544	SPA_MetaAn_61_l302_st2155_e3060_se-1_ID=52238_3	302	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_3700_length_11993_cov_9.362288	7380	6550	5424715_len_302_MetaAn_54	302	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_3700_length_11993_cov_9.362288	7365	6553	3070832_len_301_MetaAn_50	301	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_430718_length_985_cov_4.341935	985	227	SPA_MetaAn_83_l273_st1511_e2329_se-1_ID=18058_3	273	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_465710_length_942_cov_3.493799	179	940	15849013_len_291_MetaAn_69	291	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_52238_length_3119_cov_5.687010	3060	2155	SPA_MetaAn_61_l302_st2155_e3060_se-1_ID=52238_3	302	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_52238_length_3119_cov_5.687010	3036	2176	5424715_len_302_MetaAn_54	302	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_52238_length_3119_cov_5.687010	3021	2182	SPA_MetaAn_61_l292_st494_e1369_se-1_ID=139152_2	292	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_52238_length_3119_cov_5.687010	2985	2185	B3SU2-1	293	B3	B3-IV	B3SU2
SRR24605841_contigs.fasta	NODE_52238_length_3119_cov_5.687010	3039	2188	SPA_MetaAn_69_l301_st11_e913_se-1_ID=149249_1	301	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_549732_length_857_cov_2.241895	855	106	SPA_MetaAn_69_l292_st2610_e3485_se-1_ID=7463_4	292	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_576368_length_834_cov_3.080873	810	7	SPA_MetaAn_61_l268_st7_e810_se-1_ID=576368_1	268	D	D-II	Undefined
SRR24605841_contigs.fasta	NODE_707263_length_741_cov_1.829446	3	740	SPA_MetaAn_49_l289_st728_e1594_se1_ID=1160_2	289	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_98_length_53927_cov_14.434604	15958	16782	4519186_len_281_MetaAn_59	281	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_98_length_53927_cov_14.434604	15928	16785	5424715_len_302_MetaAn_54	302	B3	B3-IV	Undefined
SRR24605841_contigs.fasta	NODE_98_length_53927_cov_14.434604	15832	16800	45507610_len_324_MetaAn_61	324	B3	B3-IV	Undefined
SRR24605842_contigs.fasta	NODE_101796_length_1622_cov_6.970006	134	1024	SPA_MetaAn_62_l297_st134_e1024_se1_ID=101796_1	297	A	A-VII	Undefined
SRR24605842_contigs.fasta	NODE_108914_length_1557_cov_3.610519	869	132	SPA_MetaAn_62_l246_st132_e869_se-1_ID=108914_1	246	B1	B1-I	Undefined
SRR24605842_contigs.fasta	NODE_119188_length_1473_cov_8.311707	1077	208	25967795_len_291_MetaAn_62	291	D	D-III	Undefined
SRR24605842_contigs.fasta	NODE_12640_length_5754_cov_12.757150	1821	2711	SPA_MetaAn_62_l297_st1821_e2711_se1_ID=12640_3	297	A	A-VI	Undefined
SRR24605842_contigs.fasta	NODE_1390_length_20368_cov_10.564860	19358	18519	2032487_len_282_MetaAn_63	282	B3	B3-I	Undefined
SRR24605842_contigs.fasta	NODE_1390_length_20368_cov_10.564860	19373	18522	SPA_MetaAn_29_l286_st2499_e3356_se-1_ID=17789_3	286	B3	B3-I	Undefined
SRR24605842_contigs.fasta	NODE_144792_length_1307_cov_5.384185	127	972	27873091_len_307_MetaAn_63	307	B3	B3-V	Undefined
SRR24605842_contigs.fasta	NODE_144792_length_1307_cov_5.384185	94	990	SPA_MetaAn_2_l299_st87_e983_se-1_ID=53282_2	299	B3	B3-V	Undefined
SRR24605842_contigs.fasta	NODE_15064_length_5168_cov_7.752005	2790	1717	19299645_len_359_MetaAn_62	359	B3	B3-VI	Undefined
SRR24605842_contigs.fasta	NODE_15064_length_5168_cov_7.752005	2637	1732	8729096_len_306_MetaAn_47	306	B3	B3-VI	Undefined
SRR24605842_contigs.fasta	NODE_1717_length_18176_cov_14.783069	3588	2692	32554434_len_300_MetaAn_62	300	B3	B3-I	Undefined
SRR24605842_contigs.fasta	NODE_173_length_50357_cov_10.371277	25958	26866	SPA_MetaAn_62_l303_st25958_e26866_se1_ID=173_35	303	A	A-II	Undefined
SRR24605842_contigs.fasta	NODE_20697_length_4249_cov_8.684072	2011	2865	1864848_len_293_MetaAn_9	293	B3	B3-IV	Undefined
SRR24605842_contigs.fasta	NODE_20697_length_4249_cov_8.684072	2014	2868	15516224_len_293_MetaAn_59	293	B3	B3-IV	Undefined
SRR24605842_contigs.fasta	NODE_20697_length_4249_cov_8.684072	1999	2883	SPA_MetaAn_62_l295_st1999_e2883_se1_ID=20697_5	295	B3	B3-IV	Undefined
SRR24605842_contigs.fasta	NODE_20927_length_4222_cov_5.484281	602	1450	SPA_MetaAn_62_l283_st602_e1450_se1_ID=20927_3	283	A	A-IV	Undefined
SRR24605842_contigs.fasta	NODE_212_length_46105_cov_9.747079	4162	3287	SPA_MetaAn_62_l292_st3287_e4162_se-1_ID=212_5	292	B3	B3-IV	Undefined
SRR24605842_contigs.fasta	NODE_227769_length_987_cov_3.006438	8	709	SPA_MetaAn_79_l264_st101_e892_se1_ID=20644_1	264	D	D-III	Undefined
SRR24605842_contigs.fasta	NODE_27868_length_3556_cov_6.890888	3323	2415	SPA_MetaAn_62_l303_st2415_e3323_se-1_ID=27868_4	303	A	A-II	Undefined
SRR24605842_contigs.fasta	NODE_2872_length_13899_cov_9.083574	1479	2627	SPA_MetaAn_83_l435_st3519_e4823_se1_ID=6932_4	435	C	C-I	Undefined
SRR24605842_contigs.fasta	NODE_2872_length_13899_cov_9.083574	1482	2651	17530938_len_391_MetaAn_62	391	C	C-I	Undefined
SRR24605842_contigs.fasta	NODE_308242_length_816_cov_3.721419	776	3	30337254_len_307_MetaAn_63	307	B3	B3-V	Undefined
SRR24605842_contigs.fasta	NODE_308242_length_816_cov_3.721419	770	6	SPA_MetaAn_2_l299_st87_e983_se-1_ID=53282_2	299	B3	B3-V	Undefined
SRR24605842_contigs.fasta	NODE_331_length_38543_cov_14.625286	1901	2746	SPA_MetaAn_69_l292_st6111_e6986_se1_ID=2210_7	292	B3	B3-IV	Undefined
SRR24605842_contigs.fasta	NODE_331_length_38543_cov_14.625286	1922	2752	LRA12-1	293	B3	B3-IV	LRA12
SRR24605842_contigs.fasta	NODE_331_length_38543_cov_14.625286	1919	2758	SPA_MetaAn_4_l296_st1779_e2666_se1_ID=221_5	296	B3	B3-IV	Undefined
SRR24605842_contigs.fasta	NODE_331_length_38543_cov_14.625286	1883	2767	SPA_MetaAn_62_l295_st1883_e2767_se1_ID=331_2	295	B3	B3-IV	Undefined
SRR24605842_contigs.fasta	NODE_33912_length_3157_cov_5.583172	254	1165	SPA_MetaAn_62_l304_st254_e1165_se1_ID=33912_2	304	B3	B3-V	Undefined
SRR24605842_contigs.fasta	NODE_4092_length_11348_cov_6.741344	6588	7460	SPA_MetaAn_62_l291_st6588_e7460_se1_ID=4092_7	291	B3	B3-IV	Undefined
SRR24605842_contigs.fasta	NODE_48827_length_2535_cov_4.326210	271	1041	445188_len_295_MetaAn_57	295	A	A-III	Undefined
SRR24605842_contigs.fasta	NODE_48827_length_2535_cov_4.326210	178	1050	SPA_MetaAn_62_l291_st178_e1050_se1_ID=48827_2	291	A	A-III	Undefined
SRR24605842_contigs.fasta	NODE_6247_length_8755_cov_5.504483	2329	3078	14992923_len_251_MetaAn_25	251	B1	B1-II	Undefined
SRR24605842_contigs.fasta	NODE_7508_length_7866_cov_6.209960	3215	2505	SPA_MetaAn_75_l272_st221_e1036_se-1_ID=8364_2	272	A	A-VIII	Undefined
SRR24605842_contigs.fasta	NODE_9155_length_6968_cov_14.878779	3713	2919	SPA_MetaAn_62_l265_st2919_e3713_se-1_ID=9155_2	265	D	D-III	Undefined
SRR24605842_contigs.fasta	NODE_9155_length_6968_cov_14.878779	3707	2922	OXA-957	262	D	D-III	OXA
SRR24605825_contigs.fasta	NODE_13115_length_4162_cov_11.572924	100	1257	IDC-2	395	C	C-I	IDC
SRR24605825_contigs.fasta	NODE_13115_length_4162_cov_11.572924	1	1272	21243713_len_452_MetaAn_63	452	C	C-I	Undefined
SRR24605825_contigs.fasta	NODE_133525_length_1286_cov_3.288383	37	909	31928617_len_295_MetaAn_3	295	A	A-II	Undefined
SRR24605825_contigs.fasta	NODE_133525_length_1286_cov_3.288383	28	915	4801576_len_297_MetaAn_66	297	A	A-II	Undefined
SRR24605825_contigs.fasta	NODE_134578_length_1281_cov_2.432300	287	1207	SPA_MetaAn_63_l307_st287_e1207_se1_ID=134578_2	307	A	A-IV	Undefined
SRR24605825_contigs.fasta	NODE_16197_length_3740_cov_7.251289	1306	485	2032487_len_282_MetaAn_63	282	B3	B3-I	Undefined
SRR24605825_contigs.fasta	NODE_16197_length_3740_cov_7.251289	1324	494	SPA_MetaAn_29_l286_st2499_e3356_se-1_ID=17789_3	286	B3	B3-I	Undefined
SRR24605825_contigs.fasta	NODE_205371_length_1033_cov_3.701431	971	57	SPA_MetaAn_63_l305_st57_e971_se-1_ID=205371_1	305	B3	B3-V	Undefined
SRR24605825_contigs.fasta	NODE_24951_length_3003_cov_8.045115	1415	546	SPA_MetaAn_63_l301_st546_e1448_se-1_ID=24951_2	301	B3	B3-III	Undefined
SRR24605825_contigs.fasta	NODE_24951_length_3003_cov_8.045115	1352	555	SPA_MetaAn_63_l301_st692_e1594_se-1_ID=44068_2	301	B3	B3-III	Undefined
SRR24605825_contigs.fasta	NODE_2918_length_8889_cov_18.819561	962	120	24459823_len_282_MetaAn_63	282	B3	B3-I	Undefined
SRR24605825_contigs.fasta	NODE_2918_length_8889_cov_18.819561	944	123	SPA_MetaAn_29_l286_st2499_e3356_se-1_ID=17789_3	286	B3	B3-I	Undefined
SRR24605825_contigs.fasta	NODE_37165_length_2465_cov_4.412033	1079	57	3214603_len_342_MetaAn_63	342	B3	B3-III	Undefined
SRR24605825_contigs.fasta	NODE_44068_length_2258_cov_6.603722	1594	692	SPA_MetaAn_63_l301_st692_e1594_se-1_ID=44068_2	301	B3	B3-III	Undefined
SRR24605825_contigs.fasta	NODE_657_length_16862_cov_18.504135	7942	8811	SPA_MetaAn_83_l299_st3278_e4174_se1_ID=11966_3	299	B3	B3-V	Undefined
SRR24605825_contigs.fasta	NODE_657_length_16862_cov_18.504135	7897	8814	SPA_MetaAn_2_l331_st2841_e3833_se-1_ID=8100_4	331	B3	B3-V	Undefined
SRR24605825_contigs.fasta	NODE_657_length_16862_cov_18.504135	7981	8826	9807939_len_353_MetaAn_3	353	B3	B3-V	Undefined
SRR24605825_contigs.fasta	NODE_657_length_16862_cov_18.504135	7918	8835	30337254_len_307_MetaAn_63	307	B3	B3-V	Undefined
SRR24605825_contigs.fasta	NODE_67003_length_1826_cov_8.505364	1267	467	SPA_MetaAn_63_l267_st467_e1267_se-1_ID=67003_2	267	B1	B1-III	Undefined
SRR24605828_contigs.fasta	NODE_28445_length_2198_cov_4.707886	1318	2190	SPA_MetaAn_64_l291_st1318_e2190_se1_ID=28445_4	291	A	A-IV	Undefined
SRR24605828_contigs.fasta	NODE_28752_length_2187_cov_7.093340	105	1001	4677385_len_309_MetaAn_58	309	B3	B3-V	Undefined
SRR24605828_contigs.fasta	NODE_28752_length_2187_cov_7.093340	102	1013	2379406_len_309_MetaAn_58	309	B3	B3-V	Undefined
SRR24605828_contigs.fasta	NODE_4303_length_5036_cov_13.629994	1618	695	6333904_len_309_MetaAn_64	309	B3	B3-V	Undefined
SRR24605828_contigs.fasta	NODE_4303_length_5036_cov_13.629994	1588	704	SPA_MetaAn_57_l305_st660_e1574_se1_ID=27909_2	305	B3	B3-V	Undefined
SRR24605838_contigs.fasta	NODE_108804_length_1532_cov_7.494922	1122	220	SPA_MetaAn_65_l301_st220_e1122_se-1_ID=108804_2	301	B3	B3-VI	Undefined
SRR24605838_contigs.fasta	NODE_108804_length_1532_cov_7.494922	1110	232	19299645_len_359_MetaAn_62	359	B3	B3-VI	Undefined
SRR24605838_contigs.fasta	NODE_109256_length_1529_cov_3.444369	1380	511	SPA_MetaAn_65_l290_st511_e1380_se-1_ID=109256_2	290	B3	B3-V	Undefined
SRR24605838_contigs.fasta	NODE_119345_length_1454_cov_4.892066	1439	498	SPA_MetaAn_65_l314_st498_e1439_se-1_ID=119345_2	314	B3	B3-III	Undefined
SRR24605838_contigs.fasta	NODE_119345_length_1454_cov_4.892066	1442	510	16890034_len_312_MetaAn_17	312	B3	B3-III	Undefined
SRR24605838_contigs.fasta	NODE_1344_length_21775_cov_21.588950	18442	17639	5390210_len_269_MetaAn_65	269	D	D-III	Undefined
SRR24605838_contigs.fasta	NODE_15241_length_4923_cov_9.125514	1535	2356	OXA-1091	272	D	D-III	OXA
SRR24605838_contigs.fasta	NODE_15241_length_4923_cov_9.125514	1544	2359	4199755_len_290_MetaAn_69	290	D	D-III	Undefined
SRR24605838_contigs.fasta	NODE_177116_length_1165_cov_3.431532	215	1066	SPA_MetaAn_29_l286_st2499_e3356_se-1_ID=17789_3	286	B3	B3-I	Undefined
SRR24605838_contigs.fasta	NODE_186989_length_1130_cov_3.508837	263	1129	SPA_MetaAn_62_l291_st6588_e7460_se1_ID=4092_7	291	B3	B3-IV	Undefined
SRR24605838_contigs.fasta	NODE_194521_length_1105_cov_4.260952	218	1093	19299645_len_359_MetaAn_62	359	B3	B3-VI	Undefined
SRR24605838_contigs.fasta	NODE_194521_length_1105_cov_4.260952	206	1102	17397035_len_302_MetaAn_65	302	B3	B3-III	Undefined
SRR24605838_contigs.fasta	NODE_237879_length_988_cov_2.115756	882	28	SPA_MetaAn_50_l323_st1092_e2060_se-1_ID=58644_2	323	B3	B3-III	Undefined
SRR24605838_contigs.fasta	NODE_25316_length_3592_cov_15.267741	624	1361	6619885_len_247_MetaAn_65	247	B1	B1-I	Undefined
SRR24605838_contigs.fasta	NODE_261377_length_937_cov_3.806122	96	893	SPA_MetaAn_65_l266_st96_e893_se1_ID=261377_1	266	B1	B1-III	Undefined
SRR24605838_contigs.fasta	NODE_322776_length_834_cov_2.267009	110	832	SPA_MetaAn_56_l279_st1824_e2660_se-1_ID=3218_2	279	B3	B3-IV	Undefined
SRR24605838_contigs.fasta	NODE_345475_length_802_cov_7.512718	21	800	SPA_MetaAn_62_l295_st1999_e2883_se1_ID=20697_5	295	B3	B3-IV	Undefined
SRR24605838_contigs.fasta	NODE_3951_length_11281_cov_8.547123	8024	7098	SPA_MetaAn_65_l309_st7098_e8024_se-1_ID=3951_7	309	B3	B3-V	Undefined
SRR24605838_contigs.fasta	NODE_3951_length_11281_cov_8.547123	8036	7107	7687177_len_317_MetaAn_57	317	B3	B3-V	Undefined
SRR24605838_contigs.fasta	NODE_42946_length_2620_cov_4.767641	1318	485	2914913_len_296_MetaAn_74	296	D	D-I	Undefined
